segment_id,road_name,highway_type,lon_from,lat_from,lon_to,lat_to,lon_center,lat_center,length_m,bearing_deg,lanes,maxspeed_kmh,oneway,has_signal_from,has_signal_to,is_way_entry,is_way_exit,road_importance
350,Akin Adesola Street,primary,3.423978,6.4289472,3.4239773,6.4290241,3.42397765,6.42898565,8.55,359.5,2,50,yes,1,1,0,0,2
351,Akin Adesola Street,primary,3.4239773,6.4290241,3.4239774,6.4291637,3.42397735,6.4290939,15.52,0.0,2,50,yes,1,1,0,0,2
352,Akin Adesola Street,primary,3.4239774,6.4291637,3.4239777,6.4292452,3.42397755,6.42920445,9.06,0.2,2,50,yes,1,1,0,0,2
353,Akin Adesola Street,primary,3.4239777,6.4292452,3.4239775,6.4301001,3.4239776,6.4296726500000005,95.06,360.0,2,50,yes,1,0,0,0,2
354,Akin Adesola Street,primary,3.4239775,6.4301001,3.4239776,6.4302933,3.42397755,6.4301967,21.48,0.0,2,50,yes,0,0,0,0,2
355,Akin Adesola Street,primary,3.4239776,6.4302933,3.4239776,6.4303766,3.4239776,6.43033495,9.26,0.0,2,50,yes,0,0,0,0,2
356,Akin Adesola Street,primary,3.4239776,6.4303766,3.4239777,6.4305682,3.4239776500000003,6.430472399999999,21.3,0.0,2,50,yes,0,0,0,0,2
357,Akin Adesola Street,primary,3.4239777,6.4305682,3.423978,6.4311413,3.42397785,6.43085475,63.73,0.0,2,50,yes,0,1,0,0,2
358,Akin Adesola Street,primary,3.423978,6.4311413,3.4239794,6.431298,3.4239787,6.43121965,17.42,0.5,2,50,yes,1,1,0,0,2
359,Akin Adesola Street,primary,3.4239794,6.431298,3.423969,6.4346277,3.4239742,6.43296285,370.25,359.8,2,50,yes,1,0,0,0,2
360,Akin Adesola Street,primary,3.423969,6.4346277,3.4239739,6.434949,3.42397145,6.43478835,35.73,0.9,2,50,yes,0,0,0,0,2
361,Akin Adesola Street,primary,3.4239739,6.434949,3.4239897,6.4352119,3.4239818,6.435080449999999,29.29,3.4,2,50,yes,0,0,0,0,2
362,Akin Adesola Street,primary,3.4239897,6.4352119,3.424015,6.4354837,3.42400235,6.4353478,30.35,5.3,2,50,yes,0,0,0,0,2
363,Akin Adesola Street,primary,3.424015,6.4354837,3.4240338,6.4356701,3.4240244,6.4355769,20.83,5.7,2,50,yes,0,0,0,0,2
364,Akin Adesola Street,primary,3.4240338,6.4356701,3.4240627,6.4358681,3.42404825,6.4357691,22.25,8.3,2,50,yes,0,0,0,0,2
365,Akin Adesola Street,primary,3.4240627,6.4358681,3.4240919,6.436011,3.4240773,6.4359395500000005,16.21,11.5,2,50,yes,0,0,0,0,2
366,Akin Adesola Street,primary,3.4240919,6.436011,3.4241238,6.4361914,3.42410785,6.4361012,20.37,10.0,2,50,yes,0,0,0,0,2
367,Akin Adesola Street,primary,3.4241238,6.4361914,3.4241844,6.4364416,3.4241541,6.4363165,28.62,13.5,2,50,yes,0,0,0,0,2
368,Akin Adesola Street,primary,3.4241844,6.4364416,3.4242604,6.4367071,3.4242224,6.43657435,30.69,15.9,2,50,yes,0,0,0,1,2
369,Akin Adesola Street,primary,3.4247024,6.4380904,3.4245364,6.4377083,3.4246194,6.43789935,46.28,203.3,2,50,yes,0,0,1,1,2
370,Ahmadu Bello Way,trunk,3.4014842,6.4414862,3.4017058,6.4414047,3.401595,6.44144545,26.11,110.3,2,50,yes,0,0,1,0,1
371,Ahmadu Bello Way,trunk,3.4017058,6.4414047,3.4018069,6.4413689,3.40175635,6.4413868,11.86,109.6,2,50,yes,0,0,0,0,1
372,Ahmadu Bello Way,trunk,3.4018069,6.4413689,3.4019119,6.4413317,3.4018594,6.4413503,12.32,109.6,2,50,yes,0,0,0,0,1
373,Ahmadu Bello Way,trunk,3.4019119,6.4413317,3.4020286,6.441284,3.40197025,6.441307849999999,13.94,112.4,2,50,yes,0,0,0,0,1
374,Ahmadu Bello Way,trunk,3.4020286,6.441284,3.402101,6.4412545,3.4020648,6.44126925,8.65,112.3,2,50,yes,0,0,0,0,1
375,Ahmadu Bello Way,trunk,3.402101,6.4412545,3.4022744,6.441171,3.4021877,6.44121275,21.29,115.9,2,50,yes,0,0,0,0,1
376,Ahmadu Bello Way,trunk,3.4022744,6.441171,3.4023887,6.4411018,3.40233155,6.4411364,14.79,121.4,2,50,yes,0,0,0,1,1
