segment_id,osm_way_id,road_name,highway_type,lanes,maxspeed_kmh,surface,oneway,u_osm_id,u_lat,u_lon,v_osm_id,v_lat,v_lon,length_m,bearing_deg,center_lat,center_lon,has_signal_start,has_signal_end,segment_index,way_total_segments,geometry_wkt
204,97253243,Unknown,secondary,2,50,asphalt,yes,3705034026,6.3673943,2.404409,9446833207,6.3675993,2.4042361,29.74,320.0,6.3674968,2.40432255,0,0,1,30,"LINESTRING(2.404409 6.3673943, 2.4042361 6.3675993)"
205,97253243,Unknown,secondary,2,50,asphalt,yes,9446833207,6.3675993,2.4042361,2782351017,6.3678552,2.4040503,35.09,324.2,6.36772725,2.4041432,0,0,2,30,"LINESTRING(2.4042361 6.3675993, 2.4040503 6.3678552)"
206,97253243,Unknown,secondary,2,50,asphalt,yes,2782351017,6.3678552,2.4040503,2782351022,6.3683162,2.4036793,65.64,321.3,6.3680857,2.4038648,0,0,3,30,"LINESTRING(2.4040503 6.3678552, 2.4036793 6.3683162)"
207,97253243,Unknown,secondary,2,50,asphalt,yes,2782351022,6.3683162,2.4036793,1531173042,6.3684335,2.4035345,20.64,309.2,6.36837485,2.4036068999999998,0,0,4,30,"LINESTRING(2.4036793 6.3683162, 2.4035345 6.3684335)"
208,97253243,Unknown,secondary,2,50,asphalt,yes,1531173042,6.3684335,2.4035345,7699127626,6.3684944,2.4033937,16.97,293.5,6.368463950000001,2.4034641,0,0,5,30,"LINESTRING(2.4035345 6.3684335, 2.4033937 6.3684944)"
209,97253243,Unknown,secondary,2,50,asphalt,yes,5954244529,6.3685225,2.4033357,2782351025,6.3686334,2.4031469,24.24,300.6,6.368577950000001,2.4032413,0,0,7,30,"LINESTRING(2.4033357 6.3685225, 2.4031469 6.3686334)"
210,97253243,Unknown,secondary,2,50,asphalt,yes,2782351025,6.3686334,2.4031469,5851865500,6.3687321,2.4029808,21.39,300.9,6.36868275,2.4030638499999997,0,0,8,30,"LINESTRING(2.4031469 6.3686334, 2.4029808 6.3687321)"
211,97253243,Unknown,secondary,2,50,asphalt,yes,5851865500,6.3687321,2.4029808,4618293742,6.3688161,2.4028411,18.04,301.2,6.3687740999999995,2.40291095,0,0,9,30,"LINESTRING(2.4029808 6.3687321, 2.4028411 6.3688161)"
212,97253243,Unknown,secondary,2,50,asphalt,yes,4618293742,6.3688161,2.4028411,2782351030,6.368906,2.4026594,22.43,296.5,6.36886105,2.40275025,0,0,10,30,"LINESTRING(2.4028411 6.3688161, 2.4026594 6.368906)"
213,97253243,Unknown,secondary,2,50,asphalt,yes,2782351030,6.368906,2.4026594,1531173052,6.3689686,2.4025212,16.78,294.5,6.3689373,2.4025903,0,0,11,30,"LINESTRING(2.4026594 6.368906, 2.4025212 6.3689686)"
214,97253243,Unknown,secondary,2,50,asphalt,yes,1531173052,6.3689686,2.4025212,2782351032,6.3692032,2.4019472,68.59,292.4,6.3690859,2.4022341999999997,0,0,12,30,"LINESTRING(2.4025212 6.3689686, 2.4019472 6.3692032)"
215,97253243,Unknown,secondary,2,50,asphalt,yes,2782351032,6.3692032,2.4019472,1531173056,6.3692872,2.4016871,30.22,288.0,6.3692452,2.4018171500000003,0,0,13,30,"LINESTRING(2.4019472 6.3692032, 2.4016871 6.3692872)"
216,97253243,Unknown,secondary,2,50,asphalt,yes,1531173056,6.3692872,2.4016871,2782351037,6.3694155,2.4012704,48.21,287.2,6.36935135,2.40147875,0,0,14,30,"LINESTRING(2.4016871 6.3692872, 2.4012704 6.3694155)"
217,97253243,Unknown,secondary,2,50,asphalt,yes,2782351037,6.3694155,2.4012704,4618293748,6.3694638,2.4008429,47.55,276.5,6.36943965,2.40105665,0,0,15,30,"LINESTRING(2.4012704 6.3694155, 2.4008429 6.3694638)"
218,97253243,Unknown,secondary,2,50,asphalt,yes,4618293748,6.3694638,2.4008429,2782351038,6.3694984,2.4004258,46.25,274.8,6.3694811,2.40063435,0,0,16,30,"LINESTRING(2.4008429 6.3694638, 2.4004258 6.3694984)"
219,97253243,Unknown,secondary,2,50,asphalt,yes,2782351038,6.3694984,2.4004258,5851728570,6.3694941,2.4001881,26.27,269.0,6.36949625,2.40030695,0,0,17,30,"LINESTRING(2.4004258 6.3694984, 2.4001881 6.3694941)"
220,97253243,Unknown,secondary,2,50,asphalt,yes,5851728570,6.3694941,2.4001881,5851728566,6.3694728,2.3999548,25.89,264.8,6.36948345,2.40007145,0,0,18,30,"LINESTRING(2.4001881 6.3694941, 2.3999548 6.3694728)"
221,97253243,Unknown,secondary,2,50,asphalt,yes,5851728566,6.3694728,2.3999548,4618293747,6.3694411,2.3997421,23.77,261.5,6.36945695,2.3998484500000004,0,0,19,30,"LINESTRING(2.3999548 6.3694728, 2.3997421 6.3694411)"
222,97253243,Unknown,secondary,2,50,asphalt,yes,4618293747,6.3694411,2.3997421,1531173054,6.3693484,2.3992724,52.92,258.8,6.36939475,2.39950725,0,0,20,30,"LINESTRING(2.3997421 6.3694411, 2.3992724 6.3693484)"
223,97253243,Unknown,secondary,2,50,asphalt,yes,1531173054,6.3693484,2.3992724,5892822171,6.3693126,2.3990584,23.98,260.4,6.3693305,2.3991654000000002,0,0,21,30,"LINESTRING(2.3992724 6.3693484, 2.3990584 6.3693126)"
224,97253243,Unknown,secondary,2,50,asphalt,yes,5892822171,6.3693126,2.3990584,2782351031,6.3691408,2.3980822,109.56,260.0,6.3692267000000005,2.3985703000000003,0,0,22,30,"LINESTRING(2.3990584 6.3693126, 2.3980822 6.3691408)"
225,97253243,Unknown,secondary,2,50,asphalt,yes,2782351031,6.3691408,2.3980822,5890513883,6.368997,2.3974134,75.62,257.8,6.3690689,2.3977478000000003,0,0,23,30,"LINESTRING(2.3980822 6.3691408, 2.3974134 6.368997)"
226,97253243,Unknown,secondary,2,50,asphalt,yes,5890513883,6.368997,2.3974134,10961222853,6.3689143,2.3969448,52.59,259.9,6.36895565,2.3971791,0,0,24,30,"LINESTRING(2.3974134 6.368997, 2.3969448 6.3689143)"
227,97253243,Unknown,secondary,2,50,asphalt,yes,10961222853,6.3689143,2.3969448,1531173050,6.3688402,2.3965948,39.55,258.0,6.368877250000001,2.3967698,0,0,25,30,"LINESTRING(2.3969448 6.3689143, 2.3965948 6.3688402)"
228,97253243,Unknown,secondary,2,50,asphalt,yes,1531173050,6.3688402,2.3965948,2783251290,6.3687839,2.3963798,24.57,255.2,6.368812050000001,2.3964873,0,0,26,30,"LINESTRING(2.3965948 6.3688402, 2.3963798 6.3687839)"
229,97253243,Unknown,secondary,2,50,asphalt,yes,2783251290,6.3687839,2.3963798,5954244528,6.3684919,2.3947292,185.27,259.9,6.3686379,2.3955545000000003,0,0,27,30,"LINESTRING(2.3963798 6.3687839, 2.3947292 6.3684919)"
230,97253243,Unknown,secondary,2,50,asphalt,yes,5954244528,6.3684919,2.3947292,1531173040,6.3684701,2.3946142,12.94,259.2,6.368481,2.3946717,0,0,28,30,"LINESTRING(2.3947292 6.3684919, 2.3946142 6.3684701)"
231,97253243,Unknown,secondary,2,50,asphalt,yes,1531173040,6.3684701,2.3946142,4148791158,6.3684304,2.3944104,22.95,258.9,6.36845025,2.3945122999999997,0,0,29,30,"LINESTRING(2.3946142 6.3684701, 2.3944104 6.3684304)"
232,139715339,Avenue du Renouveau,secondary,2,50,asphalt,no,2772001380,6.3847456,2.4058335,2772038852,6.3852526,2.4054217,72.45,321.1,6.3849991,2.4056276,0,0,1,5,"LINESTRING(2.4058335 6.3847456, 2.4054217 6.3852526)"
233,139715339,Avenue du Renouveau,secondary,2,50,asphalt,no,2772038852,6.3852526,2.4054217,2772038860,6.385717,2.4050471,66.18,321.3,6.3854848,2.4052344000000003,0,0,2,5,"LINESTRING(2.4054217 6.3852526, 2.4050471 6.385717)"
234,139715339,Avenue du Renouveau,secondary,2,50,asphalt,no,2772038860,6.385717,2.4050471,2772038864,6.3861771,2.4046784,65.4,321.5,6.38594705,2.40486275,0,0,3,5,"LINESTRING(2.4050471 6.385717, 2.4046784 6.3861771)"
235,139715339,Avenue du Renouveau,secondary,2,50,asphalt,no,2772038864,6.3861771,2.4046784,2772038871,6.3866373,2.4043095,65.42,321.5,6.386407200000001,2.40449395,0,0,4,5,"LINESTRING(2.4046784 6.3861771, 2.4043095 6.3866373)"
236,139753819,Unknown,trunk,2,50,asphalt,yes,356225688,6.3720785,2.4093789,5892749379,6.3720778,2.409275,11.48,269.6,6.37207815,2.40932695,0,0,0,40,"LINESTRING(2.4093789 6.3720785, 2.409275 6.3720778)"
237,139753819,Unknown,trunk,2,50,asphalt,yes,5953981511,6.3721504,2.4090864,2772189234,6.3723427,2.4088499,33.77,309.3,6.37224655,2.4089681499999998,0,0,4,40,"LINESTRING(2.4090864 6.3721504, 2.4088499 6.3723427)"
238,139753819,Unknown,trunk,2,50,asphalt,yes,2772189234,6.3723427,2.4088499,2772189236,6.3727357,2.4083969,66.45,311.1,6.3725392,2.4086233999999997,0,0,5,40,"LINESTRING(2.4088499 6.3723427, 2.4083969 6.3727357)"
239,139753819,Unknown,trunk,2,50,asphalt,yes,2772189236,6.3727357,2.4083969,1531575210,6.3730676,2.408025,55.24,311.9,6.372901649999999,2.40821095,0,0,6,40,"LINESTRING(2.4083969 6.3727357, 2.408025 6.3730676)"
240,139753819,Unknown,trunk,2,50,asphalt,yes,1531575210,6.3730676,2.408025,2772189239,6.3735006,2.4075512,71.13,312.6,6.373284099999999,2.4077881,0,0,7,40,"LINESTRING(2.408025 6.3730676, 2.4075512 6.3735006)"
241,139753819,Unknown,trunk,2,50,asphalt,yes,2772189239,6.3735006,2.4075512,2772189241,6.3738646,2.4070953,64.63,308.8,6.3736826,2.40732325,0,0,8,40,"LINESTRING(2.4075512 6.3735006, 2.4070953 6.3738646)"
242,139753819,Unknown,trunk,2,50,asphalt,yes,2772189241,6.3738646,2.4070953,2772189245,6.374282,2.4065808,73.39,309.2,6.3740733,2.40683805,0,0,9,40,"LINESTRING(2.4070953 6.3738646, 2.4065808 6.374282)"
243,139753819,Unknown,trunk,2,50,asphalt,yes,2772189245,6.374282,2.4065808,2772189247,6.3746346,2.40616,60.82,310.1,6.374458300000001,2.4063704,0,0,10,40,"LINESTRING(2.4065808 6.374282, 2.40616 6.3746346)"
244,139753819,Unknown,trunk,2,50,asphalt,yes,2772189247,6.3746346,2.40616,2772189250,6.3749932,2.4056728,67.0,306.5,6.3748138999999995,2.4059163999999997,0,0,11,40,"LINESTRING(2.40616 6.3746346, 2.4056728 6.3749932)"
245,139753819,Unknown,trunk,2,50,asphalt,yes,2772189250,6.3749932,2.4056728,1569336272,6.3753796,2.4050422,81.87,301.7,6.3751864,2.4053575,0,1,12,40,"LINESTRING(2.4056728 6.3749932, 2.4050422 6.3753796)"
246,139753819,Unknown,trunk,2,50,asphalt,yes,1569336272,6.3753796,2.4050422,4618263328,6.3754531,2.4049182,15.96,300.8,6.37541635,2.4049802,1,0,13,40,"LINESTRING(2.4050422 6.3753796, 2.4049182 6.3754531)"
247,139753819,Unknown,trunk,2,50,asphalt,yes,4618263328,6.3754531,2.4049182,2772106479,6.3757567,2.404267,79.49,295.1,6.3756049,2.4045926,0,0,14,40,"LINESTRING(2.4049182 6.3754531, 2.404267 6.3757567)"
248,139753819,Unknown,trunk,2,50,asphalt,yes,2772106479,6.3757567,2.404267,7698549942,6.3758143,2.4041457,14.86,295.5,6.3757855,2.40420635,0,0,15,40,"LINESTRING(2.404267 6.3757567, 2.4041457 6.3758143)"
249,139753819,Unknown,trunk,2,50,asphalt,yes,7698549942,6.3758143,2.4041457,7698549943,6.3758823,2.4039862,19.18,293.2,6.3758482999999995,2.4040659499999997,0,0,16,40,"LINESTRING(2.4041457 6.3758143, 2.4039862 6.3758823)"
250,139753819,Unknown,trunk,2,50,asphalt,yes,7698549943,6.3758823,2.4039862,4618263327,6.3759545,2.4038058,21.49,291.9,6.3759184,2.403896,0,0,17,40,"LINESTRING(2.4039862 6.3758823, 2.4038058 6.3759545)"
251,139753819,Unknown,trunk,2,50,asphalt,yes,4618263327,6.3759545,2.4038058,7624815316,6.3760462,2.4035704,27.94,291.4,6.37600035,2.4036881,0,0,18,40,"LINESTRING(2.4038058 6.3759545, 2.4035704 6.3760462)"
252,139753819,Unknown,trunk,2,50,asphalt,yes,7624815316,6.3760462,2.4035704,1531575223,6.3761381,2.4032856,33.09,288.0,6.37609215,2.403428,0,0,19,40,"LINESTRING(2.4035704 6.3760462, 2.4032856 6.3761381)"
253,139753819,Unknown,trunk,2,50,asphalt,yes,1531575223,6.3761381,2.4032856,2772118156,6.3762309,2.4029911,34.14,287.6,6.376184500000001,2.40313835,0,0,20,40,"LINESTRING(2.4032856 6.3761381, 2.4029911 6.3762309)"
254,139753819,Unknown,trunk,2,50,asphalt,yes,2772118156,6.3762309,2.4029911,7624815324,6.3762915,2.4027416,28.38,283.7,6.3762612,2.40286635,0,0,21,40,"LINESTRING(2.4029911 6.3762309, 2.4027416 6.3762915)"
255,139753819,Unknown,trunk,2,50,asphalt,yes,7624815324,6.3762915,2.4027416,4618263330,6.37635,2.402497,27.8,283.5,6.37632075,2.4026193,0,0,22,40,"LINESTRING(2.4027416 6.3762915, 2.402497 6.37635)"
256,139753819,Unknown,trunk,2,50,asphalt,yes,4618263330,6.37635,2.402497,7624815325,6.3763954,2.4022561,27.1,280.7,6.3763727,2.4023765499999996,0,0,23,40,"LINESTRING(2.402497 6.37635, 2.4022561 6.3763954)"
257,139753819,Unknown,trunk,2,50,asphalt,yes,7624815325,6.3763954,2.4022561,1531575235,6.3764393,2.401962,32.86,278.5,6.3764173500000005,2.40210905,0,0,24,40,"LINESTRING(2.4022561 6.3763954, 2.401962 6.3764393)"
258,139753819,Unknown,trunk,2,50,asphalt,yes,1531575235,6.3764393,2.401962,4618263331,6.3764778,2.4016624,33.38,277.4,6.376458550000001,2.4018122,0,0,25,40,"LINESTRING(2.401962 6.3764393, 2.4016624 6.3764778)"
259,139753819,Unknown,trunk,2,50,asphalt,yes,4618263331,6.3764778,2.4016624,4618263332,6.3765037,2.401406,28.48,275.8,6.37649075,2.4015342000000004,0,0,26,40,"LINESTRING(2.4016624 6.3764778, 2.401406 6.3765037)"
260,139753819,Unknown,trunk,2,50,asphalt,yes,4618263332,6.3765037,2.401406,7624815326,6.376526,2.4011805,25.04,275.7,6.3765148499999995,2.40129325,0,0,27,40,"LINESTRING(2.401406 6.3765037, 2.4011805 6.376526)"
261,139753819,Unknown,trunk,2,50,asphalt,yes,7624815326,6.376526,2.4011805,2772106489,6.3765448,2.400755,47.07,272.5,6.3765354,2.4009677500000004,0,0,28,40,"LINESTRING(2.4011805 6.376526, 2.400755 6.3765448)"
262,139753819,Unknown,trunk,2,50,asphalt,yes,2772106489,6.3765448,2.400755,2772119312,6.3766004,2.3998444,100.82,273.5,6.376572599999999,2.4002997,0,0,29,40,"LINESTRING(2.400755 6.3765448, 2.3998444 6.3766004)"
263,139753819,Unknown,trunk,2,50,asphalt,yes,2772119312,6.3766004,2.3998444,2772119313,6.376659,2.3989476,99.32,273.8,6.3766297000000005,2.3993960000000003,0,0,30,40,"LINESTRING(2.3998444 6.3766004, 2.3989476 6.376659)"
264,139753819,Unknown,trunk,2,50,asphalt,yes,2772119313,6.376659,2.3989476,2772119314,6.376714,2.398064,97.84,273.6,6.3766865,2.3985058,0,0,31,40,"LINESTRING(2.3989476 6.376659, 2.398064 6.376714)"
265,139753819,Unknown,trunk,2,50,asphalt,yes,2772119314,6.376714,2.398064,2772038748,6.3767673,2.3971622,99.83,273.4,6.37674065,2.3976131,0,0,32,40,"LINESTRING(2.398064 6.376714, 2.3971622 6.3767673)"
266,139753819,Unknown,trunk,2,50,asphalt,yes,2772038748,6.3767673,2.3971622,1531575242,6.3768204,2.3958709,142.82,272.4,6.37679385,2.39651655,0,0,33,40,"LINESTRING(2.3971622 6.3767673, 2.3958709 6.3768204)"
267,139753819,Unknown,trunk,2,50,asphalt,yes,1531575242,6.3768204,2.3958709,2481870009,6.376835,2.3957227,16.46,275.7,6.3768277,2.3957968,0,0,34,40,"LINESTRING(2.3958709 6.3768204, 2.3957227 6.376835)"
268,139753819,Unknown,trunk,2,50,asphalt,yes,2481870009,6.376835,2.3957227,2499506944,6.3770329,2.3922086,388.96,273.2,6.37693395,2.39396565,0,0,35,40,"LINESTRING(2.3957227 6.376835, 2.3922086 6.3770329)"
269,139753819,Unknown,trunk,2,50,asphalt,yes,2499506944,6.3770329,2.3922086,5848990347,6.3771456,2.390313,209.85,273.4,6.37708925,2.3912608,0,0,36,40,"LINESTRING(2.3922086 6.3770329, 2.390313 6.3771456)"
270,139753819,Unknown,trunk,2,50,asphalt,yes,5892789454,6.3771593,2.3902291,5892828019,6.377182,2.390111,13.29,280.9,6.37717065,2.39017005,0,0,38,40,"LINESTRING(2.3902291 6.3771593, 2.390111 6.377182)"
271,139753819,Unknown,trunk,2,50,asphalt,yes,5892828019,6.377182,2.390111,356270227,6.3772257,2.3899323,20.34,283.8,6.377203850000001,2.39002165,0,0,39,40,"LINESTRING(2.390111 6.377182, 2.3899323 6.3772257)"
272,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,355520496,6.361717,2.3974362,2488584763,6.3617846,2.3975309,12.89,54.3,6.361750799999999,2.39748355,0,0,0,18,"LINESTRING(2.3974362 6.361717, 2.3975309 6.3617846)"
273,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,2488584763,6.3617846,2.3975309,355516121,6.3629331,2.3990209,208.38,52.2,6.36235885,2.3982759,0,0,1,18,"LINESTRING(2.3975309 6.3617846, 2.3990209 6.3629331)"
274,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,355516121,6.3629331,2.3990209,5888311782,6.3637174,2.3999911,138.21,50.9,6.36332525,2.3995059999999997,0,0,2,18,"LINESTRING(2.3990209 6.3629331, 2.3999911 6.3637174)"
275,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,5888311782,6.3637174,2.3999911,2423442703,6.3641025,2.4004845,69.33,51.9,6.36390995,2.4002378,0,0,3,18,"LINESTRING(2.3999911 6.3637174, 2.4004845 6.3641025)"
276,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,2423442703,6.3641025,2.4004845,355513168,6.365036,2.401681,168.1,51.9,6.364569250000001,2.40108275,0,0,4,18,"LINESTRING(2.4004845 6.3641025, 2.401681 6.365036)"
277,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,355513168,6.365036,2.401681,2423370670,6.3660594,2.4029921,184.23,51.9,6.3655477000000005,2.4023365500000002,0,0,5,18,"LINESTRING(2.401681 6.365036, 2.4029921 6.3660594)"
278,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,2423370670,6.3660594,2.4029921,2423459065,6.3670754,2.4042911,182.67,51.8,6.3665674,2.4036416000000003,0,0,6,18,"LINESTRING(2.4029921 6.3660594, 2.4042911 6.3670754)"
279,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,3536503894,6.3671228,2.404349,9446833195,6.367187,2.4044421,12.52,55.2,6.3671549,2.40439555,0,0,8,18,"LINESTRING(2.404349 6.3671228, 2.4044421 6.367187)"
280,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,9446833195,6.367187,2.4044421,2423370672,6.3672494,2.404535,12.39,55.9,6.3672182,2.40448855,0,0,9,18,"LINESTRING(2.4044421 6.367187, 2.404535 6.3672494)"
281,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,2423370672,6.3672494,2.404535,2423370673,6.3681151,2.4056268,154.35,51.4,6.36768225,2.4050808999999997,0,0,10,18,"LINESTRING(2.404535 6.3672494, 2.4056268 6.3681151)"
282,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,2423370673,6.3681151,2.4056268,2423429206,6.3691073,2.4069213,180.66,52.4,6.3686112,2.40627405,0,0,11,18,"LINESTRING(2.4056268 6.3681151, 2.4069213 6.3691073)"
283,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,2423429206,6.3691073,2.4069213,2770084306,6.3699196,2.4079386,144.21,51.2,6.3695134499999995,2.40742995,0,0,12,18,"LINESTRING(2.4069213 6.3691073, 2.4079386 6.3699196)"
284,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,2770084306,6.3699196,2.4079386,10680204717,6.370211,2.408312,52.47,51.9,6.3700653,2.4081253,0,0,13,18,"LINESTRING(2.4079386 6.3699196, 2.408312 6.370211)"
285,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,10680204717,6.370211,2.408312,5074451562,6.3707348,2.4089833,94.32,51.9,6.3704729,2.40864765,0,0,14,18,"LINESTRING(2.408312 6.370211, 2.4089833 6.3707348)"
286,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,5074451562,6.3707348,2.4089833,5954244539,6.3708111,2.4090811,13.74,51.9,6.37077295,2.4090322,0,0,15,18,"LINESTRING(2.4089833 6.3707348, 2.4090811 6.3708111)"
287,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,5954244539,6.3708111,2.4090811,5892666655,6.3708669,2.4091526,10.05,51.9,6.370839,2.40911685,0,0,16,18,"LINESTRING(2.4090811 6.3708111, 2.4091526 6.3708669)"
288,234030310,Avenue du Canada,secondary,2,50,asphalt,yes,5892666655,6.3708669,2.4091526,356225459,6.3709457,2.4092532,14.16,51.8,6.3709063,2.4092029000000004,0,0,17,18,"LINESTRING(2.4091526 6.3708669, 2.4092532 6.3709457)"
289,241123181,Unknown,trunk_link,2,50,asphalt,yes,7695913821,6.3836605,2.3778346,2488243394,6.3835121,2.3779224,19.14,149.5,6.3835863,2.3778785,0,0,6,7,"LINESTRING(2.3778346 6.3836605, 2.3779224 6.3835121)"
290,241123182,Unknown,trunk_link,2,50,asphalt,yes,877155455,6.3832665,2.3781738,7695913849,6.3831847,2.378312,17.78,120.8,6.3832256,2.3782429,0,0,0,7,"LINESTRING(2.3781738 6.3832665, 2.378312 6.3831847)"
291,241160369,Rue 12.191,primary,2,50,asphalt,yes,355518410,6.3671337,2.3946145,355519473,6.3696007,2.3939512,283.94,345.0,6.3683672,2.3942828499999997,0,0,0,1,"LINESTRING(2.3946145 6.3671337, 2.3939512 6.3696007)"
292,241160373,Rue 12.191,primary,2,50,asphalt,yes,355514416,6.3567753,2.3994342,355520231,6.3568991,2.3993882,14.67,339.7,6.356837199999999,2.3994112000000003,0,0,0,28,"LINESTRING(2.3994342 6.3567753, 2.3993882 6.3568991)"
293,241160373,Rue 12.191,primary,2,50,asphalt,yes,355520231,6.3568991,2.3993882,2782350967,6.3570759,2.3993264,20.81,340.8,6.3569875,2.3993573,0,0,1,28,"LINESTRING(2.3993882 6.3568991, 2.3993264 6.3570759)"
294,241160373,Rue 12.191,primary,2,50,asphalt,yes,355518585,6.3571519,2.3993057,355520254,6.3572831,2.3992745,14.99,346.7,6.3572175,2.3992901,0,0,3,28,"LINESTRING(2.3993057 6.3571519, 2.3992745 6.3572831)"
295,241160373,Rue 12.191,primary,2,50,asphalt,yes,355520254,6.3572831,2.3992745,7702197526,6.3578929,2.3991253,69.78,346.3,6.357588,2.3991999,0,0,4,28,"LINESTRING(2.3992745 6.3572831, 2.3991253 6.3578929)"
296,241160373,Rue 12.191,primary,2,50,asphalt,yes,7702197526,6.3578929,2.3991253,7702197527,6.3584942,2.3989679,69.09,345.4,6.35819355,2.3990466,0,0,5,28,"LINESTRING(2.3991253 6.3578929, 2.3989679 6.3584942)"
297,241160373,Rue 12.191,primary,2,50,asphalt,yes,7702197527,6.3584942,2.3989679,7702197521,6.3591187,2.3988098,71.61,345.9,6.358806449999999,2.39888885,0,0,6,28,"LINESTRING(2.3989679 6.3584942, 2.3988098 6.3591187)"
298,241160373,Rue 12.191,primary,2,50,asphalt,yes,7702197521,6.3591187,2.3988098,5885175533,6.3593045,2.3987612,21.35,345.4,6.3592116,2.3987855,0,0,7,28,"LINESTRING(2.3988098 6.3591187, 2.3987612 6.3593045)"
299,241160373,Rue 12.191,primary,2,50,asphalt,yes,5885175533,6.3593045,2.3987612,7702197520,6.3597163,2.3986321,47.96,342.7,6.3595104,2.3986966499999998,0,0,8,28,"LINESTRING(2.3987612 6.3593045, 2.3986321 6.3597163)"
300,241160373,Rue 12.191,primary,2,50,asphalt,yes,7702197520,6.3597163,2.3986321,355519521,6.359913,2.3985634,23.15,340.9,6.35981465,2.39859775,0,0,9,28,"LINESTRING(2.3986321 6.3597163, 2.3985634 6.359913)"
301,241160373,Rue 12.191,primary,2,50,asphalt,yes,355519521,6.359913,2.3985634,5888395771,6.3600329,2.3985138,14.42,337.7,6.3599729499999995,2.3985386,0,0,10,28,"LINESTRING(2.3985634 6.359913, 2.3985138 6.3600329)"
302,241160373,Rue 12.191,primary,2,50,asphalt,yes,5888395771,6.3600329,2.3985138,355519698,6.3602722,2.3984058,29.16,335.8,6.3601525500000005,2.3984598,0,0,11,28,"LINESTRING(2.3985138 6.3600329, 2.3984058 6.3602722)"
303,241160373,Rue 12.191,primary,2,50,asphalt,yes,355519698,6.3602722,2.3984058,7702197519,6.3608011,2.3981252,66.49,332.2,6.36053665,2.3982655,0,0,12,28,"LINESTRING(2.3984058 6.3602722, 2.3981252 6.3608011)"
304,241160373,Rue 12.191,primary,2,50,asphalt,yes,7702197519,6.3608011,2.3981252,7702197518,6.361326,2.3978208,67.37,330.0,6.36106355,2.397973,0,0,13,28,"LINESTRING(2.3981252 6.3608011, 2.3978208 6.361326)"
305,241160373,Rue 12.191,primary,2,50,asphalt,yes,7702197518,6.361326,2.3978208,2488584763,6.3617846,2.3975309,60.22,327.9,6.3615553,2.3976758499999997,0,0,14,28,"LINESTRING(2.3978208 6.361326, 2.3975309 6.3617846)"
306,241160373,Rue 12.191,primary,2,50,asphalt,yes,2488584763,6.3617846,2.3975309,355520512,6.3619336,2.3974427,19.22,329.5,6.3618591,2.3974868000000003,0,0,15,28,"LINESTRING(2.3975309 6.3617846, 2.3974427 6.3619336)"
307,241160373,Rue 12.191,primary,2,50,asphalt,yes,355520512,6.3619336,2.3974427,2424160699,6.3624281,2.3971224,65.39,327.2,6.36218085,2.39728255,0,0,16,28,"LINESTRING(2.3974427 6.3619336, 2.3971224 6.3624281)"
308,241160373,Rue 12.191,primary,2,50,asphalt,yes,2424160699,6.3624281,2.3971224,4409440861,6.3627013,2.396956,35.51,328.8,6.3625647,2.3970392,0,0,17,28,"LINESTRING(2.3971224 6.3624281, 2.396956 6.3627013)"
309,241160373,Rue 12.191,primary,2,50,asphalt,yes,4409440861,6.3627013,2.396956,355519456,6.3654416,2.3953836,350.77,330.3,6.36407145,2.3961698,0,0,18,28,"LINESTRING(2.396956 6.3627013, 2.3953836 6.3654416)"
310,241160373,Rue 12.191,primary,2,50,asphalt,yes,355519456,6.3654416,2.3953836,2491592897,6.3657256,2.3952306,35.82,331.8,6.3655836,2.3953071,0,0,19,28,"LINESTRING(2.3953836 6.3654416, 2.3952306 6.3657256)"
311,241160373,Rue 12.191,primary,2,50,asphalt,yes,2491592897,6.3657256,2.3952306,5953981496,6.3659274,2.395108,26.21,328.9,6.365826500000001,2.3951693,0,0,20,28,"LINESTRING(2.3952306 6.3657256, 2.395108 6.3659274)"
312,241160373,Rue 12.191,primary,2,50,asphalt,yes,5953981496,6.3659274,2.395108,5888395773,6.3660787,2.3950303,18.89,333.0,6.36600305,2.3950691500000003,0,0,21,28,"LINESTRING(2.395108 6.3659274, 2.3950303 6.3660787)"
313,241160373,Rue 12.191,primary,2,50,asphalt,yes,5888395773,6.3660787,2.3950303,355518455,6.3662753,2.3949332,24.35,333.9,6.366177,2.3949817500000004,0,0,22,28,"LINESTRING(2.3950303 6.3660787, 2.3949332 6.3662753)"
